loan_id,origination_date,vintage,country,gender,age,dependents,monthly_income_usd,years_in_business,sector,loan_purpose,loan_amount_usd,loan_term_months,interest_rate_pct,dti_ratio,previous_loans,previous_defaults,dpd_history_days,group_lending,has_collateral,default
5798,2024-09-17,33,Sierra Leone,F,19,4,288.78,2.9,Agriculture,Inventory,2708.56,3,30.4,3.2862,0,0,14,1,1,0
5799,2024-02-20,26,Gambia,M,33,5,40.0,0.2,Petty trade,Expansion,307.24,3,34.8,2.7102,2,1,112,1,0,0
5800,2023-05-26,17,Nigeria,M,46,4,130.8,7.1,Agriculture,Equipment,908.57,24,40.5,0.4269,1,0,0,1,0,0
5801,2023-06-25,18,Gambia,F,46,6,215.29,1.1,Agriculture,Working capital,1927.72,12,21.2,0.8346,3,0,0,1,0,0
5802,2023-12-22,24,Ghana,M,57,5,246.18,0.1,Fishing,Inventory,2372.12,18,25.3,0.6489,2,0,0,1,0,1
5803,2024-05-20,29,Sierra Leone,F,64,2,92.61,1.6,Manufacturing,Inventory,808.46,12,21.8,0.8162,2,0,0,1,1,0
5804,2023-11-22,23,Gambia,F,36,1,153.53,0.8,Services,Education,1225.26,18,14.8,0.4971,1,0,0,0,0,0
5805,2023-09-23,21,Gambia,M,28,0,188.91,2.6,Fishing,Inventory,789.37,9,30.0,0.5242,0,0,0,0,0,0
5806,2024-04-20,28,Sierra Leone,M,22,8,257.93,2.2,Agriculture,Expansion,1399.44,18,35.5,0.3931,1,0,0,1,0,0
5807,2024-03-21,27,Gambia,F,59,2,150.43,1.4,Livestock,Emergency,899.72,24,21.7,0.3094,0,0,0,1,0,0
5808,2024-07-19,31,Senegal,M,35,3,141.79,3.4,Fishing,Working capital,808.63,12,22.7,0.5357,0,0,0,1,1,0
5809,2022-04-01,3,Senegal,M,60,5,103.29,12.2,Services,Working capital,707.4,18,22.8,0.4528,4,1,62,1,1,1
5810,2024-05-20,29,Gambia,F,34,6,238.13,7.8,Livestock,Working capital,2442.9,24,35.9,0.6052,4,1,179,1,0,1
5811,2023-10-23,22,Gambia,M,53,5,256.26,7.9,Manufacturing,Emergency,762.81,12,23.8,0.2812,4,0,0,0,0,0
5812,2022-05-01,4,Nigeria,F,48,3,227.27,2.7,Petty trade,Equipment,1541.35,3,12.0,2.306,2,0,21,1,0,1
5813,2024-03-21,27,Ghana,M,51,2,189.64,2.0,Petty trade,Inventory,1271.02,12,28.6,0.6488,2,1,70,1,1,0
5814,2024-04-20,28,Senegal,M,48,4,140.76,0.9,Services,Equipment,1096.61,6,24.5,1.3928,3,0,0,0,1,0
5815,2023-10-23,22,Ghana,F,32,1,85.42,5.7,Services,Expansion,469.39,24,19.5,0.2783,2,0,14,0,1,0
5816,2024-06-19,30,Senegal,M,22,4,77.93,0.8,Petty trade,Equipment,594.95,18,28.1,0.5247,1,0,0,1,1,1
5817,2023-02-25,14,Senegal,F,18,3,225.4,0.0,Agriculture,Working capital,1381.77,6,29.4,1.1111,0,0,0,1,0,1
5818,2022-10-28,10,Sierra Leone,M,37,5,239.74,6.0,Agriculture,Equipment,1474.2,12,25.5,0.5859,0,0,21,1,0,0
5819,2023-04-26,16,Nigeria,F,59,3,140.8,2.1,Agriculture,Equipment,1250.56,24,26.6,0.4812,2,0,0,1,1,0
5820,2023-06-25,18,Ghana,F,48,2,140.72,5.5,Petty trade,Equipment,219.28,6,14.3,0.2707,1,0,7,1,1,1
5821,2024-03-21,27,Ghana,F,49,3,138.1,2.0,Agriculture,Working capital,538.82,12,20.2,0.3618,3,0,0,1,1,0
5822,2024-07-19,31,Nigeria,F,30,3,249.42,0.2,Agriculture,Working capital,1800.64,6,30.3,1.3118,2,0,0,0,1,0
5823,2024-04-20,28,Ghana,M,40,2,191.31,4.1,Fishing,Working capital,900.1,12,33.7,0.4673,0,0,0,1,0,1
5824,2022-09-28,9,Senegal,M,37,1,93.84,6.3,Petty trade,Emergency,424.43,24,21.7,0.234,0,0,0,1,0,0
5825,2023-04-26,16,Senegal,F,24,4,164.91,0.4,Fishing,Working capital,762.8,9,42.7,0.6096,2,0,21,1,0,0
5826,2022-08-29,8,Gambia,F,46,7,47.0,2.5,Agriculture,Equipment,327.27,3,26.2,2.4231,2,1,36,1,1,0
5827,2024-03-21,27,Sierra Leone,F,35,3,83.89,2.3,Petty trade,Working capital,149.02,12,22.2,0.1664,2,0,14,1,0,0
5828,2022-12-27,12,Ghana,M,36,3,42.54,10.8,Services,Working capital,197.7,6,29.3,0.8421,1,0,21,1,1,0
5829,2023-10-23,22,Senegal,M,46,3,72.67,1.0,Fishing,Inventory,502.56,18,30.7,0.4842,2,0,0,0,0,0
5830,2024-06-19,30,Senegal,M,19,6,76.84,2.2,Services,Emergency,386.14,18,28.3,0.3458,3,0,7,1,0,0
5831,2024-02-20,26,Sierra Leone,M,62,4,40.0,7.4,Livestock,Working capital,73.32,12,27.6,0.1765,0,0,0,1,0,0
5832,2023-02-25,14,Senegal,M,28,3,245.53,1.8,Agriculture,Expansion,2140.85,12,32.4,0.8603,3,1,101,1,0,0
5833,2023-03-27,15,Nigeria,M,49,4,89.55,6.9,Petty trade,Expansion,376.2,24,38.7,0.2541,1,0,14,1,0,0
5834,2024-02-20,26,Nigeria,M,54,7,100.1,5.2,Livestock,Inventory,956.32,6,20.2,1.6874,2,1,54,0,0,0
5835,2023-11-22,23,Sierra Leone,F,25,0,72.49,4.6,Petty trade,Emergency,664.25,3,21.4,3.164,1,0,21,1,0,0
5836,2022-05-31,5,Senegal,F,29,5,170.6,4.6,Agriculture,Working capital,350.4,12,28.7,0.1989,2,0,0,0,1,0
5837,2024-08-18,32,Nigeria,M,37,4,278.24,3.6,Agriculture,Working capital,2007.58,12,34.8,0.7205,2,0,14,1,0,0
5838,2023-09-23,21,Senegal,F,56,5,166.27,0.8,Manufacturing,Equipment,605.16,9,13.3,0.4271,0,0,0,0,0,0
5839,2023-08-24,20,Sierra Leone,F,47,6,149.73,5.1,Agriculture,Inventory,438.73,3,29.1,1.0245,1,0,14,1,1,0
5840,2022-10-28,10,Gambia,M,39,4,40.0,1.1,Petty trade,Equipment,216.95,9,41.2,0.7107,1,0,0,0,1,0
5841,2023-05-26,17,Ghana,F,57,3,114.34,0.5,Agriculture,Emergency,636.08,6,30.0,1.01,1,0,21,0,0,0
5842,2023-03-27,15,Ghana,F,40,2,179.17,7.8,Agriculture,Working capital,1482.12,6,32.5,1.5123,2,0,14,0,1,0
5843,2023-01-26,13,Nigeria,F,59,3,249.51,1.4,Petty trade,Emergency,1618.21,18,28.8,0.448,1,0,0,0,1,0
5844,2023-11-22,23,Gambia,F,54,2,174.85,2.7,Agriculture,Equipment,1319.14,12,30.3,0.7366,2,1,107,0,0,0
5845,2023-08-24,20,Gambia,M,26,2,425.27,3.0,Services,Expansion,3335.67,12,33.5,0.7782,2,0,14,1,0,0
5846,2024-09-17,33,Nigeria,F,36,3,78.49,3.7,Agriculture,Equipment,153.8,6,21.7,0.3476,1,0,0,0,0,1
5847,2024-10-17,34,Senegal,M,19,2,78.49,4.6,Manufacturing,Inventory,372.16,24,17.3,0.2351,3,0,21,1,0,0
5848,2022-11-27,11,Senegal,M,29,4,152.93,0.3,Petty trade,Inventory,896.18,9,32.6,0.7427,1,1,83,1,1,0
5849,2022-05-31,5,Gambia,M,19,2,261.55,2.9,Petty trade,Equipment,1766.28,12,28.3,0.6527,2,0,21,0,0,0
5850,2024-06-19,30,Sierra Leone,M,22,2,288.1,2.8,Services,Emergency,2487.12,3,43.0,3.0863,1,1,69,1,0,0
5851,2024-11-16,35,Ghana,M,18,1,40.0,4.3,Petty trade,Inventory,383.4,12,16.8,0.8733,1,0,7,1,1,1
5852,2024-08-18,32,Ghana,F,49,3,129.83,9.6,Agriculture,Working capital,981.04,3,35.4,2.6688,1,0,21,1,0,0
5853,2022-01-31,1,Nigeria,M,37,9,215.18,4.0,Petty trade,Expansion,431.92,9,20.1,0.2421,1,0,7,0,0,0
5854,2022-12-27,12,Nigeria,M,40,4,211.62,3.4,Petty trade,Equipment,697.44,18,29.7,0.2291,0,0,0,0,0,0
5855,2022-03-02,2,Senegal,M,53,4,170.53,16.1,Agriculture,Inventory,912.88,3,33.3,1.8843,0,0,21,1,0,0
5856,2024-07-19,31,Gambia,M,56,5,115.45,1.1,Services,Working capital,819.59,9,28.0,0.8836,2,0,21,1,1,0
5857,2023-12-22,24,Ghana,F,43,3,40.0,5.3,Petty trade,Inventory,51.59,6,28.8,0.2334,1,0,14,0,1,0
5858,2023-10-23,22,Ghana,F,39,7,417.28,8.0,Agriculture,Expansion,2276.37,6,26.9,0.9819,1,0,0,0,0,0
5859,2023-11-22,23,Gambia,F,48,5,175.43,12.3,Agriculture,Education,1693.41,9,28.3,1.2029,3,0,21,0,0,0
5860,2022-12-27,12,Nigeria,F,37,6,71.59,2.1,Agriculture,Equipment,113.36,24,18.2,0.0792,1,0,0,1,0,0
5861,2023-12-22,24,Senegal,M,38,10,100.05,0.9,Agriculture,Working capital,444.15,9,20.6,0.5366,5,1,67,1,1,0
5862,2022-01-31,1,Senegal,M,32,1,142.08,1.4,Petty trade,Equipment,733.25,12,27.7,0.4973,0,0,21,1,0,1
5863,2024-02-20,26,Ghana,F,26,5,161.6,2.0,Agriculture,Inventory,1539.15,18,28.5,0.6564,3,0,0,0,0,1
5864,2024-04-20,28,Sierra Leone,F,27,1,52.78,2.2,Petty trade,Equipment,102.87,6,27.2,0.3511,1,0,0,0,0,0
5865,2024-03-21,27,Gambia,F,48,2,67.05,4.9,Agriculture,Emergency,583.62,6,19.4,1.5339,3,0,21,1,0,0
5866,2023-03-27,15,Senegal,F,57,4,164.05,0.1,Fishing,Education,595.88,3,35.8,1.2837,1,0,0,1,0,0
5867,2024-07-19,31,Ghana,F,37,3,85.95,3.4,Services,Education,348.1,3,30.5,1.4192,2,0,0,1,0,0
5868,2024-04-20,28,Sierra Leone,M,22,1,41.8,6.8,Manufacturing,Working capital,155.38,6,30.2,0.6752,2,0,14,1,0,0
5869,2022-06-30,6,Senegal,M,46,4,75.58,10.4,Petty trade,Working capital,577.0,12,28.3,0.7379,1,0,0,1,0,0
5870,2022-09-28,9,Senegal,F,60,2,120.62,6.2,Agriculture,Working capital,283.98,9,19.7,0.2835,2,0,0,0,0,0
5871,2024-01-21,25,Sierra Leone,F,42,0,45.45,3.1,Petty trade,Emergency,85.74,6,14.9,0.3282,2,0,0,1,0,0
5872,2023-01-26,13,Ghana,F,19,2,324.07,0.3,Petty trade,Expansion,2406.91,3,28.5,2.5942,4,0,21,1,0,0
5873,2022-06-30,6,Gambia,F,21,2,247.87,5.3,Services,Working capital,1867.89,9,22.7,0.9185,2,0,7,1,0,0
5874,2022-08-29,8,Gambia,M,42,4,210.58,5.6,Livestock,Equipment,636.64,3,23.3,1.0471,1,0,21,1,0,0
5875,2022-08-29,8,Ghana,M,58,2,128.32,0.3,Agriculture,Emergency,1082.68,6,33.5,1.5468,3,0,0,1,0,0
5876,2023-08-24,20,Senegal,F,20,3,57.89,10.6,Agriculture,Working capital,522.99,3,26.5,3.1454,1,0,0,0,0,0
5877,2024-01-21,25,Gambia,F,53,2,73.44,0.2,Services,Inventory,169.76,12,33.2,0.229,2,1,134,1,0,0
5878,2022-09-28,9,Senegal,F,54,2,268.77,19.3,Agriculture,Inventory,612.09,6,22.7,0.4051,4,0,21,1,0,0
5879,2024-04-20,28,Sierra Leone,F,20,5,75.48,1.8,Manufacturing,Working capital,353.28,9,25.3,0.5764,1,0,21,0,1,0
5880,2023-01-26,13,Nigeria,F,27,3,119.16,8.4,Services,Equipment,768.29,6,26.9,1.1605,4,0,0,0,1,0
5881,2023-02-25,14,Ghana,M,18,3,102.13,1.0,Manufacturing,Emergency,122.44,18,13.5,0.0739,3,0,0,0,0,1
5882,2022-11-27,11,Gambia,M,44,4,110.61,2.3,Agriculture,Working capital,648.9,12,21.7,0.5482,1,0,7,0,0,1
5883,2024-06-19,30,Senegal,M,26,4,112.67,1.9,Agriculture,Inventory,1024.04,9,38.8,1.1801,2,0,7,1,0,0
5884,2024-10-17,34,Sierra Leone,M,61,0,105.3,1.2,Services,Emergency,613.33,18,22.6,0.3845,3,0,0,0,0,0
5885,2023-09-23,21,Ghana,F,22,1,92.68,2.3,Petty trade,Equipment,175.12,18,29.2,0.1309,2,0,0,1,1,0
5886,2022-03-02,2,Gambia,F,48,3,100.33,7.3,Manufacturing,Working capital,238.43,12,22.0,0.2224,0,0,7,0,0,0
5887,2022-12-27,12,Nigeria,F,54,1,107.21,2.5,Petty trade,Expansion,637.49,12,22.2,0.5571,0,0,0,0,0,0
5888,2022-08-29,8,Gambia,M,26,5,68.95,7.6,Petty trade,Equipment,395.98,12,29.7,0.559,2,0,0,1,0,0
5889,2024-07-19,31,Senegal,F,29,2,52.43,7.2,Agriculture,Working capital,138.66,18,18.5,0.1694,1,0,7,1,0,0
5890,2022-05-01,4,Gambia,M,55,1,97.3,2.0,Services,Working capital,543.77,6,34.3,1.0268,2,0,21,1,0,0
5891,2024-11-16,35,Nigeria,F,22,3,71.87,9.2,Petty trade,Education,305.88,12,33.7,0.4227,3,1,99,1,0,0
5892,2023-12-22,24,Nigeria,M,38,4,116.79,4.1,Petty trade,Expansion,249.13,24,32.7,0.1223,1,0,0,0,0,0
5893,2023-10-23,22,Senegal,F,29,6,64.06,1.6,Petty trade,Working capital,382.01,18,12.0,0.3637,1,0,21,1,0,0
5894,2024-07-19,31,Senegal,M,18,4,40.0,10.1,Services,Working capital,303.37,9,28.2,0.9448,1,0,21,1,0,0
5895,2022-01-31,1,Nigeria,F,39,4,290.84,3.6,Manufacturing,Emergency,833.46,12,43.0,0.298,1,0,7,1,0,0
5896,2024-06-19,30,Gambia,F,40,4,83.13,3.5,Agriculture,Expansion,695.1,6,13.1,1.4473,3,1,36,0,0,1
5897,2022-06-30,6,Gambia,F,34,1,40.0,3.8,Agriculture,Equipment,61.45,18,40.8,0.1155,2,0,7,0,0,0
5898,2024-07-19,31,Nigeria,F,56,1,189.8,3.4,Services,Expansion,717.57,12,12.0,0.3359,2,0,0,0,0,0
5899,2023-10-23,22,Nigeria,M,22,2,90.45,2.2,Services,Working capital,454.06,12,32.5,0.4956,0,0,21,1,0,0
5900,2022-04-01,3,Gambia,M,38,5,116.65,1.1,Petty trade,Working capital,526.26,12,14.8,0.4068,2,1,125,0,1,1
5901,2024-07-19,31,Gambia,M,26,5,130.36,0.4,Petty trade,Emergency,909.62,12,29.5,0.6785,1,0,0,1,0,1
5902,2022-01-31,1,Nigeria,M,53,3,211.05,3.9,Services,Inventory,680.42,9,36.9,0.4155,2,1,152,1,1,0
5903,2022-07-30,7,Gambia,M,44,2,138.18,0.9,Services,Working capital,315.74,6,17.7,0.4007,2,2,121,1,1,0
5904,2024-06-19,30,Ghana,F,51,3,49.64,4.7,Petty trade,Equipment,501.73,12,45.0,1.0614,1,0,0,1,0,0
5905,2023-08-24,20,Nigeria,F,23,4,56.12,0.4,Agriculture,Equipment,121.85,24,18.9,0.1093,2,0,21,1,0,0
5906,2024-08-18,32,Ghana,M,39,4,48.58,5.0,Services,Education,66.69,3,30.8,0.4813,1,1,51,0,1,1
5907,2024-01-21,25,Senegal,F,20,2,85.35,0.8,Petty trade,Working capital,512.25,9,19.6,0.7225,0,0,21,1,0,0
5908,2024-01-21,25,Nigeria,F,33,0,145.32,1.4,Services,Expansion,376.17,3,37.9,0.9179,3,0,0,0,0,0
5909,2023-02-25,14,Sierra Leone,M,62,3,70.66,7.3,Services,Expansion,453.29,12,41.8,0.6632,1,0,0,1,0,1
5910,2022-07-30,7,Nigeria,F,52,1,76.59,0.9,Petty trade,Expansion,459.12,6,24.8,1.0726,1,0,0,1,0,0
5911,2024-11-16,35,Senegal,F,21,3,74.7,5.6,Petty trade,Expansion,455.93,24,40.4,0.3748,1,0,14,1,0,1
5912,2022-05-31,5,Sierra Leone,F,35,3,81.04,2.2,Agriculture,Expansion,285.77,6,30.1,0.6404,1,0,21,0,1,1
5913,2023-10-23,22,Senegal,F,58,1,173.15,2.4,Services,Equipment,1230.32,9,25.6,0.8761,1,0,7,0,0,0
5914,2023-01-26,13,Gambia,M,25,2,97.04,6.7,Livestock,Working capital,564.2,24,19.3,0.2939,0,0,0,1,0,0
5915,2022-12-27,12,Gambia,M,53,3,224.59,3.5,Fishing,Education,742.13,6,21.8,0.5863,1,0,0,0,0,1
5916,2023-12-22,24,Senegal,F,33,7,84.1,5.2,Manufacturing,Working capital,187.7,6,35.3,0.4112,0,0,0,1,0,0
5917,2024-06-19,30,Gambia,M,40,4,117.93,13.0,Services,Working capital,295.29,12,21.8,0.2341,2,0,0,1,0,0
5918,2024-06-19,30,Nigeria,M,59,2,103.24,2.6,Livestock,Working capital,671.0,3,33.4,2.2882,2,0,0,0,0,0
5919,2024-08-18,32,Gambia,M,49,0,137.98,9.8,Petty trade,Working capital,760.79,9,25.4,0.6793,2,0,0,1,0,0
5920,2023-02-25,14,Senegal,F,31,7,160.17,6.8,Livestock,Working capital,1047.27,6,40.6,1.2224,2,0,21,0,0,0
5921,2023-08-24,20,Nigeria,M,18,0,118.27,0.1,Petty trade,Equipment,186.77,9,22.6,0.1924,2,0,0,0,0,1
5922,2022-01-01,0,Gambia,F,29,2,586.85,0.3,Services,Equipment,4577.46,3,14.8,2.6644,1,0,7,0,0,0
5923,2024-05-20,29,Ghana,F,37,1,291.73,10.0,Agriculture,Inventory,1844.34,18,17.8,0.4028,2,0,0,1,1,0
5924,2023-02-25,14,Sierra Leone,M,24,5,84.55,1.8,Petty trade,Education,239.5,3,31.8,0.9947,1,0,0,1,0,1
5925,2023-11-22,23,Gambia,M,59,5,263.19,3.2,Petty trade,Inventory,784.67,24,27.6,0.163,2,1,70,1,1,0
5926,2022-08-29,8,Senegal,F,20,3,246.61,7.1,Petty trade,Education,1898.48,12,28.1,0.7433,0,0,0,1,0,0
5927,2024-07-19,31,Gambia,F,43,2,54.23,2.0,Services,Working capital,112.57,18,33.3,0.1481,2,0,21,0,1,0
5928,2024-07-19,31,Ghana,F,63,1,40.0,15.9,Livestock,Equipment,91.79,12,18.4,0.2108,0,0,0,0,1,0
5929,2024-08-18,32,Senegal,F,33,1,135.94,9.5,Manufacturing,Working capital,1160.67,24,22.7,0.4459,1,0,0,0,0,0
5930,2022-03-02,2,Sierra Leone,M,43,1,110.36,1.7,Petty trade,Inventory,859.09,18,24.5,0.5211,2,0,0,0,0,0
5931,2024-11-16,35,Ghana,F,21,1,40.0,2.0,Services,Education,220.64,9,29.2,0.6898,2,0,0,1,0,0
5932,2022-12-27,12,Ghana,F,52,2,129.13,2.0,Petty trade,Working capital,242.64,18,21.0,0.1226,1,0,0,1,1,0
5933,2023-02-25,14,Sierra Leone,F,63,5,123.01,0.6,Petty trade,Expansion,816.89,24,24.2,0.3518,0,0,0,1,0,0
5934,2022-12-27,12,Gambia,F,54,5,83.02,3.5,Livestock,Expansion,270.03,18,23.7,0.2165,2,0,7,1,1,0
5935,2023-01-26,13,Nigeria,M,25,3,308.35,2.6,Agriculture,Working capital,2663.6,12,15.5,0.7817,0,0,7,1,0,0
5936,2023-11-22,23,Nigeria,F,34,2,104.6,0.1,Manufacturing,Equipment,940.39,18,23.8,0.5988,2,1,165,0,0,0
5937,2022-11-27,11,Ghana,F,52,4,94.41,1.0,Agriculture,Working capital,749.95,12,31.3,0.7795,1,0,0,1,0,0
5938,2023-05-26,17,Ghana,M,55,0,119.66,16.1,Livestock,Equipment,142.79,6,18.7,0.2099,4,0,21,1,1,0
5939,2024-02-20,26,Gambia,F,36,2,52.81,0.9,Services,Expansion,504.21,6,16.2,1.6673,2,0,0,1,0,0
5940,2024-07-19,31,Nigeria,M,63,2,69.05,1.5,Petty trade,Working capital,523.93,12,25.1,0.7215,1,0,0,0,0,1
5941,2024-03-21,27,Ghana,F,27,5,40.0,10.4,Agriculture,Emergency,68.06,9,22.4,0.2071,2,0,0,1,1,0
5942,2023-12-22,24,Nigeria,F,52,1,150.84,3.0,Agriculture,Expansion,1127.59,3,12.7,2.5447,4,0,21,0,0,0
5943,2022-07-30,7,Nigeria,M,41,0,207.29,9.3,Agriculture,Working capital,1650.11,3,12.5,2.7089,4,0,21,1,0,0
5944,2024-07-19,31,Ghana,M,51,4,141.7,0.5,Manufacturing,Equipment,633.42,6,35.5,0.824,1,0,0,1,0,0
5945,2022-03-02,2,Sierra Leone,F,46,1,135.24,2.5,Services,Inventory,793.81,12,21.7,0.5485,0,0,21,1,0,0
5946,2022-12-27,12,Gambia,M,38,3,113.28,1.8,Agriculture,Inventory,422.12,3,34.8,1.3148,1,0,0,1,0,0
5947,2022-04-01,3,Gambia,M,56,2,294.15,5.3,Petty trade,Inventory,1693.12,12,32.7,0.5688,2,0,0,1,0,0
5948,2024-02-20,26,Senegal,F,57,3,108.74,11.8,Petty trade,Equipment,642.37,3,41.1,2.1055,0,0,0,0,0,0
5949,2023-04-26,16,Gambia,M,56,2,203.15,3.5,Services,Emergency,448.81,3,29.9,0.7734,3,0,14,1,0,0
5950,2024-02-20,26,Ghana,F,22,6,191.08,2.2,Petty trade,Working capital,253.36,18,22.7,0.0876,1,0,7,1,1,0
5951,2023-04-26,16,Gambia,M,37,3,51.89,0.7,Manufacturing,Inventory,382.14,18,33.1,0.5246,1,0,7,1,1,0
5952,2023-08-24,20,Ghana,M,53,2,175.59,2.4,Services,Working capital,537.74,12,12.0,0.2721,1,0,7,0,1,0
5953,2023-08-24,20,Sierra Leone,M,58,2,60.66,0.7,Agriculture,Inventory,281.31,6,35.3,0.8544,3,1,31,1,0,0
5954,2022-03-02,2,Nigeria,F,35,3,84.54,4.8,Petty trade,Working capital,625.73,3,42.5,2.644,0,0,0,1,0,1
5955,2023-07-25,19,Senegal,F,52,2,106.25,14.0,Petty trade,Working capital,875.6,9,18.4,0.9873,1,0,7,0,0,0
5956,2024-02-20,26,Sierra Leone,M,44,3,251.08,3.4,Livestock,Working capital,1728.1,12,25.9,0.6572,1,0,0,0,1,0
5957,2023-11-22,23,Nigeria,M,28,2,77.07,0.8,Agriculture,Education,278.49,12,28.7,0.35,3,0,14,1,1,0
5958,2022-05-01,4,Nigeria,F,59,1,144.49,5.5,Petty trade,Working capital,281.32,18,24.9,0.1307,2,0,0,0,0,1
5959,2024-02-20,26,Gambia,F,38,1,46.44,0.1,Services,Equipment,131.79,12,27.0,0.2725,2,1,77,1,0,0
5960,2023-02-25,14,Ghana,M,46,1,105.89,0.7,Petty trade,Equipment,922.6,18,21.5,0.5706,2,0,0,1,0,0
5961,2022-01-01,0,Gambia,M,31,2,88.93,2.7,Petty trade,Working capital,481.54,12,22.9,0.5091,3,0,0,0,1,0
5962,2022-08-29,8,Gambia,F,19,4,252.57,0.3,Petty trade,Emergency,1062.17,6,50.0,0.8066,1,0,21,1,1,0
5963,2023-09-23,21,Gambia,F,39,3,75.58,14.4,Agriculture,Working capital,696.1,6,28.9,1.667,1,0,0,1,0,0
5964,2023-02-25,14,Nigeria,F,51,2,46.39,0.3,Services,Emergency,250.18,6,12.0,0.9305,1,1,126,1,0,0
5965,2024-03-21,27,Gambia,F,33,4,91.5,2.2,Livestock,Working capital,443.81,6,23.3,0.8642,1,0,0,1,0,0
5966,2022-11-27,11,Senegal,F,61,2,81.95,0.1,Livestock,Equipment,171.18,6,24.5,0.3734,3,1,59,1,0,0
5967,2024-05-20,29,Ghana,F,53,4,137.34,0.8,Petty trade,Expansion,282.03,12,41.0,0.2115,2,0,14,1,0,0
5968,2023-01-26,13,Senegal,F,48,1,262.25,2.2,Petty trade,Working capital,1685.74,6,39.7,1.1987,0,0,0,0,1,0
5969,2024-01-21,25,Senegal,F,55,5,97.11,3.6,Petty trade,Expansion,168.34,12,28.8,0.168,1,0,0,0,1,0
5970,2024-06-19,30,Nigeria,M,58,4,148.02,1.3,Agriculture,Equipment,302.94,24,18.8,0.103,0,0,14,0,0,0
5971,2023-05-26,17,Sierra Leone,F,51,2,112.03,5.3,Services,Equipment,1013.27,6,29.7,1.6407,1,0,0,1,0,0
5972,2022-03-02,2,Nigeria,M,56,1,160.61,3.2,Agriculture,Working capital,843.99,12,20.8,0.4888,0,0,14,1,1,0
5973,2023-10-23,22,Nigeria,F,51,0,66.19,1.2,Petty trade,Working capital,586.24,12,30.4,0.8652,1,0,21,0,0,0
5974,2024-11-16,35,Gambia,F,58,5,117.38,1.0,Agriculture,Expansion,346.41,18,35.8,0.2143,4,0,0,0,1,0
5975,2024-11-16,35,Gambia,F,22,0,209.79,1.1,Agriculture,Working capital,2166.9,24,23.2,0.542,1,0,14,0,0,0
5976,2022-11-27,11,Senegal,M,34,2,75.37,4.9,Services,Working capital,497.67,24,29.5,0.3675,3,0,0,1,1,0
5977,2024-05-20,29,Sierra Leone,F,59,3,107.25,5.7,Fishing,Working capital,443.96,6,34.0,0.7599,1,0,14,1,0,0
5978,2023-04-26,16,Gambia,M,40,5,114.19,0.3,Services,Working capital,972.16,24,32.0,0.4848,0,0,7,0,0,0
5979,2022-08-29,8,Gambia,M,18,3,48.86,2.4,Agriculture,Working capital,91.42,18,14.7,0.1165,1,0,0,1,0,0
5980,2024-02-20,26,Nigeria,F,57,1,183.4,8.8,Petty trade,Working capital,1678.47,12,27.5,0.881,2,0,14,0,0,0
5981,2023-09-23,21,Ghana,M,48,3,84.51,0.9,Services,Working capital,575.42,12,12.0,0.605,4,1,156,1,1,0
5982,2023-10-23,22,Senegal,F,60,3,115.68,3.4,Livestock,Inventory,643.57,3,30.4,1.9492,2,0,0,1,1,0
5983,2024-07-19,31,Nigeria,F,18,4,171.96,3.3,Services,Inventory,1613.63,18,34.7,0.676,3,0,0,0,0,1
5984,2023-03-27,15,Ghana,F,24,0,182.74,4.7,Agriculture,Emergency,230.2,6,31.5,0.2297,3,0,0,0,0,0
5985,2024-02-20,26,Sierra Leone,F,41,6,58.3,12.0,Services,Inventory,359.53,12,30.6,0.603,1,0,14,1,0,0
5986,2023-04-26,16,Senegal,M,26,4,152.56,1.5,Agriculture,Equipment,806.2,12,30.4,0.5162,0,0,21,0,0,0
5987,2022-03-02,2,Senegal,F,42,4,214.78,2.1,Petty trade,Working capital,457.04,18,32.6,0.151,1,1,141,0,0,0
5988,2023-05-26,17,Gambia,M,34,4,80.26,2.3,Fishing,Expansion,264.5,12,20.8,0.3065,2,1,107,0,1,0
5989,2024-10-17,34,Senegal,F,27,1,191.69,2.8,Livestock,Equipment,587.93,12,22.8,0.2882,5,1,120,1,0,0
5990,2023-08-24,20,Gambia,F,54,2,152.52,1.4,Petty trade,Expansion,498.71,6,29.0,0.592,2,0,0,1,0,0
5991,2022-05-31,5,Gambia,F,19,3,160.11,0.8,Services,Working capital,996.4,18,38.0,0.4589,5,0,7,0,1,0
5992,2024-03-21,27,Gambia,F,59,4,200.09,2.2,Petty trade,Inventory,1970.75,6,32.2,1.7991,2,1,124,1,1,1
5993,2024-11-16,35,Senegal,F,25,4,70.16,3.5,Agriculture,Expansion,525.59,18,33.7,0.5359,1,0,0,1,0,0
5994,2024-09-17,33,Gambia,F,45,9,67.7,0.1,Livestock,Equipment,437.96,6,25.6,1.1601,2,1,57,1,1,1
5995,2023-11-22,23,Gambia,F,64,3,239.81,4.2,Manufacturing,Equipment,1311.77,9,28.8,0.683,0,0,0,0,1,0
5996,2023-05-26,17,Senegal,M,23,3,99.36,1.8,Petty trade,Working capital,230.13,9,27.4,0.2876,0,0,0,1,1,0
5997,2023-12-22,24,Gambia,M,61,4,50.17,18.7,Manufacturing,Working capital,388.94,12,17.9,0.7104,1,0,0,1,0,0
5998,2024-07-19,31,Gambia,F,32,3,109.05,2.0,Agriculture,Working capital,1054.64,12,30.4,0.9447,2,1,38,0,0,0
